date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-04-30,8.7,2.5,450,"1992-04-23 2021-05-07",88.39,6.72,450,"1992-04-23 2021-05-07",14.94,2.65,450,"1992-04-23 2021-05-07",25.2,8.62,450,"1992-04-23 2021-05-07",4.01,2.92,450,"1992-04-23 2021-05-07",56.99,10.97,450,"1992-04-23 2021-05-07",7.27,2.22,450,"1992-04-23 2021-05-07",3.16,3.7,450,"1992-04-23 2021-05-07",2.19,4.53,450,"1992-04-23 2021-05-07",2.19,4.54,448,"1992-04-23 2021-05-07",0,0,449,"1992-04-23 2021-05-07",0,0,378,"1992-04-23 2017-05-07",,,,
2022-04-29,8.63,2.47,450,"1992-04-22 2021-05-06",88.54,6.72,450,"1992-04-22 2021-05-06",14.83,2.61,450,"1992-04-22 2021-05-06",25.34,8.89,450,"1992-04-22 2021-05-06",3.87,2.97,450,"1992-04-22 2021-05-06",56.93,11.24,450,"1992-04-22 2021-05-06",7.16,2.24,450,"1992-04-22 2021-05-06",3.18,3.68,450,"1992-04-22 2021-05-06",2.32,4.67,450,"1992-04-22 2021-05-06",2.32,4.68,448,"1992-04-22 2021-05-06",0,0,449,"1992-04-22 2021-05-06",0,0,377,"1992-04-22 2017-05-06",,,,
2022-04-28,8.56,2.46,450,"1992-04-21 2021-05-05",88.56,6.76,450,"1992-04-21 2021-05-05",14.75,2.55,450,"1992-04-21 2021-05-05",25.58,9.01,450,"1992-04-21 2021-05-05",3.77,2.96,450,"1992-04-21 2021-05-05",56.94,11.32,450,"1992-04-21 2021-05-05",7.08,2.26,450,"1992-04-21 2021-05-05",3.1,3.64,450,"1992-04-21 2021-05-05",2.29,4.66,450,"1992-04-21 2021-05-05",2.29,4.67,448,"1992-04-21 2021-05-05",0,0,449,"1992-04-21 2021-05-05",0,0,376,"1992-04-21 2017-05-05",,,,
2022-04-27,8.49,2.45,450,"1992-04-20 2021-05-04",88.55,6.81,450,"1992-04-20 2021-05-04",14.68,2.56,450,"1992-04-20 2021-05-04",25.57,9.15,450,"1992-04-20 2021-05-04",3.66,2.99,450,"1992-04-20 2021-05-04",56.75,11.32,450,"1992-04-20 2021-05-04",7,2.28,450,"1992-04-20 2021-05-04",3.02,3.57,450,"1992-04-20 2021-05-04",2.31,4.72,450,"1992-04-20 2021-05-04",2.3,4.72,449,"1992-04-20 2021-05-04",0,0,449,"1992-04-20 2021-05-04",0,0,375,"1992-04-20 2016-05-04",,,,
2022-04-26,8.41,2.41,450,"1992-04-19 2021-05-03",88.54,6.71,450,"1992-04-19 2021-05-03",14.59,2.57,450,"1992-04-19 2021-05-03",25.51,8.99,450,"1992-04-19 2021-05-03",3.54,3.01,450,"1992-04-19 2021-05-03",56.65,11.38,450,"1992-04-19 2021-05-03",6.9,2.32,450,"1992-04-19 2021-05-03",3.03,3.59,450,"1992-04-19 2021-05-03",2.37,4.83,449,"1992-04-19 2021-05-03",2.36,4.84,448,"1992-04-19 2021-05-03",0,0.01,448,"1992-04-19 2021-05-03",0,0,374,"1992-04-19 2016-05-03",,,,
2022-04-25,8.34,2.41,450,"1992-04-18 2021-05-02",88.56,6.68,450,"1992-04-18 2021-05-02",14.54,2.63,450,"1992-04-18 2021-05-02",25.41,8.91,450,"1992-04-18 2021-05-02",3.46,2.99,450,"1992-04-18 2021-05-02",56.54,11.38,450,"1992-04-18 2021-05-02",6.8,2.31,450,"1992-04-18 2021-05-02",3.03,3.49,450,"1992-04-18 2021-05-02",2.42,4.89,449,"1992-04-18 2021-05-02",2.4,4.89,448,"1992-04-18 2021-05-02",0,0.09,448,"1992-04-18 2021-05-02",0,0,374,"1992-04-18 2016-05-02",,,,
2022-04-24,8.26,2.4,450,"1992-04-17 2021-05-01",88.63,6.69,450,"1992-04-17 2021-05-01",14.44,2.57,450,"1992-04-17 2021-05-01",25.32,8.82,450,"1992-04-17 2021-05-01",3.39,2.97,450,"1992-04-17 2021-05-01",56.72,11.39,450,"1992-04-17 2021-05-01",6.7,2.28,450,"1992-04-17 2021-05-01",3.02,3.52,450,"1992-04-17 2021-05-01",2.43,4.93,449,"1992-04-17 2021-05-01",2.41,4.93,448,"1992-04-17 2021-05-01",0,0.09,448,"1992-04-17 2021-05-01",0,0,374,"1992-04-17 2016-05-01",,,,
2022-04-23,8.22,2.37,450,"1992-04-16 2021-04-30",88.77,6.67,450,"1992-04-16 2021-04-30",14.32,2.52,450,"1992-04-16 2021-04-30",25.25,8.7,450,"1992-04-16 2021-04-30",3.31,2.95,450,"1992-04-16 2021-04-30",57,11.4,450,"1992-04-16 2021-04-30",6.59,2.32,450,"1992-04-16 2021-04-30",3.02,3.53,450,"1992-04-16 2021-04-30",2.61,5.16,449,"1992-04-16 2021-04-30",2.6,5.16,448,"1992-04-16 2021-04-30",0,0.09,448,"1992-04-16 2021-04-30",0,0,374,"1992-04-16 2016-04-30",,,,
2022-04-22,8.14,2.38,450,"1992-04-15 2021-04-29",88.97,6.61,450,"1992-04-15 2021-04-29",14.19,2.5,450,"1992-04-15 2021-04-29",25.11,8.63,450,"1992-04-15 2021-04-29",3.23,2.96,450,"1992-04-15 2021-04-29",57.38,11.38,450,"1992-04-15 2021-04-29",6.46,2.37,450,"1992-04-15 2021-04-29",3.05,3.58,450,"1992-04-15 2021-04-29",2.65,5.11,449,"1992-04-15 2021-04-29",2.63,5.11,448,"1992-04-15 2021-04-29",0,0.09,448,"1992-04-15 2021-04-29",0,0,374,"1992-04-15 2016-04-29",,,,
2022-04-21,7.98,2.38,450,"1992-04-14 2021-04-28",89.05,6.56,450,"1992-04-14 2021-04-28",14.02,2.52,450,"1992-04-14 2021-04-28",25.12,8.47,450,"1992-04-14 2021-04-28",3.09,2.95,450,"1992-04-14 2021-04-28",57.32,11.25,450,"1992-04-14 2021-04-28",6.33,2.39,450,"1992-04-14 2021-04-28",3.07,3.42,450,"1992-04-14 2021-04-28",2.58,4.85,449,"1992-04-14 2021-04-28",2.57,4.86,448,"1992-04-14 2021-04-28",0,0.09,448,"1992-04-14 2021-04-28",0,0,374,"1992-04-14 2016-04-28",,,,
2022-04-20,7.87,2.38,450,"1992-04-13 2021-04-27",89.19,6.41,450,"1992-04-13 2021-04-27",13.84,2.55,450,"1992-04-13 2021-04-27",25.58,8.56,450,"1992-04-13 2021-04-27",3.01,2.96,450,"1992-04-13 2021-04-27",57.49,11.23,450,"1992-04-13 2021-04-27",6.27,2.38,450,"1992-04-13 2021-04-27",3.13,3.54,450,"1992-04-13 2021-04-27",2.72,5.03,449,"1992-04-13 2021-04-27",2.7,5.03,448,"1992-04-13 2021-04-27",0,0.09,448,"1992-04-13 2021-04-27",0,0,374,"1992-04-13 2016-04-27",,,,
2022-04-19,7.75,2.35,450,"1992-04-12 2021-04-26",89.25,6.42,450,"1992-04-12 2021-04-26",13.69,2.57,450,"1992-04-12 2021-04-26",25.58,8.31,450,"1992-04-12 2021-04-26",2.87,2.99,450,"1992-04-12 2021-04-26",57.51,11.32,450,"1992-04-12 2021-04-26",6.1,2.39,450,"1992-04-12 2021-04-26",3.17,3.51,450,"1992-04-12 2021-04-26",2.79,5.1,449,"1992-04-12 2021-04-26",2.77,5.11,448,"1992-04-12 2021-04-26",0,0.09,448,"1992-04-12 2021-04-26",0,0,374,"1992-04-12 2016-04-26",,,,
2022-04-18,7.64,2.34,450,"1992-04-11 2021-04-25",89.2,6.54,450,"1992-04-11 2021-04-25",13.55,2.53,450,"1992-04-11 2021-04-25",25.56,8.27,450,"1992-04-11 2021-04-25",2.72,3.03,450,"1992-04-11 2021-04-25",57.52,11.33,450,"1992-04-11 2021-04-25",5.99,2.4,450,"1992-04-11 2021-04-25",3.16,3.51,450,"1992-04-11 2021-04-25",2.74,5.04,449,"1992-04-11 2021-04-25",2.72,5.05,448,"1992-04-11 2021-04-25",0,0.09,448,"1992-04-11 2021-04-25",0,0,374,"1992-04-11 2016-04-25",,,,
2022-04-17,7.56,2.31,450,"1992-04-10 2021-04-24",89.33,6.4,450,"1992-04-10 2021-04-24",13.46,2.51,450,"1992-04-10 2021-04-24",25.52,8.28,450,"1992-04-10 2021-04-24",2.65,3.01,450,"1992-04-10 2021-04-24",57.51,11.25,450,"1992-04-10 2021-04-24",5.87,2.36,450,"1992-04-10 2021-04-24",3.2,3.57,450,"1992-04-10 2021-04-24",2.77,5.07,449,"1992-04-10 2021-04-24",2.76,5.07,448,"1992-04-10 2021-04-24",0,0.09,448,"1992-04-10 2021-04-24",0,0,374,"1992-04-10 2016-04-24",,,,
2022-04-16,7.47,2.32,450,"1992-04-09 2021-04-23",89.44,6.19,450,"1992-04-09 2021-04-23",13.35,2.48,450,"1992-04-09 2021-04-23",25.5,8.26,450,"1992-04-09 2021-04-23",2.59,2.98,450,"1992-04-09 2021-04-23",57.52,11.04,450,"1992-04-09 2021-04-23",5.76,2.37,450,"1992-04-09 2021-04-23",3.28,3.64,450,"1992-04-09 2021-04-23",2.67,4.92,449,"1992-04-09 2021-04-23",2.65,4.93,448,"1992-04-09 2021-04-23",0,0.09,448,"1992-04-09 2021-04-23",0,0,374,"1992-04-09 2016-04-23",,,,
2022-04-15,7.4,2.33,450,"1992-04-08 2021-04-22",89.47,6.2,450,"1992-04-08 2021-04-22",13.23,2.5,450,"1992-04-08 2021-04-22",25.54,8.65,450,"1992-04-08 2021-04-22",2.51,2.99,450,"1992-04-08 2021-04-22",57.84,11.15,450,"1992-04-08 2021-04-22",5.68,2.36,450,"1992-04-08 2021-04-22",3.28,3.63,450,"1992-04-08 2021-04-22",2.62,4.73,449,"1992-04-08 2021-04-22",2.6,4.73,449,"1992-04-08 2021-04-22",0,0.09,449,"1992-04-08 2021-04-22",0,0,374,"1992-04-08 2016-04-22",,,,
2022-04-14,7.36,2.34,450,"1992-04-07 2021-04-21",89.59,6.17,450,"1992-04-07 2021-04-21",13.11,2.51,450,"1992-04-07 2021-04-21",25.5,8.45,450,"1992-04-07 2021-04-21",2.52,2.94,450,"1992-04-07 2021-04-21",58.36,10.94,450,"1992-04-07 2021-04-21",5.63,2.35,450,"1992-04-07 2021-04-21",3.22,3.68,450,"1992-04-07 2021-04-21",2.76,5.01,449,"1992-04-07 2021-04-21",2.75,5.01,449,"1992-04-07 2021-04-21",0,0.09,449,"1992-04-07 2021-04-21",0,0,374,"1992-04-07 2016-04-21",,,,
2022-04-13,7.26,2.32,450,"1992-04-06 2021-04-20",89.71,6.11,450,"1992-04-06 2021-04-20",12.98,2.5,450,"1992-04-06 2021-04-20",25.2,8.42,450,"1992-04-06 2021-04-20",2.48,2.92,450,"1992-04-06 2021-04-20",58.62,11.02,450,"1992-04-06 2021-04-20",5.53,2.34,450,"1992-04-06 2021-04-20",3.23,3.65,450,"1992-04-06 2021-04-20",2.91,5.18,449,"1992-04-06 2021-04-20",2.9,5.18,449,"1992-04-06 2021-04-20",0,0.09,449,"1992-04-06 2021-04-20",0,0,374,"1992-04-06 2016-04-20",,,,
2022-04-12,7.14,2.25,450,"1992-04-05 2021-04-19",89.77,6.07,450,"1992-04-05 2021-04-19",12.77,2.42,450,"1992-04-05 2021-04-19",25.2,8.17,450,"1992-04-05 2021-04-19",2.39,2.89,450,"1992-04-05 2021-04-19",59,11.02,450,"1992-04-05 2021-04-19",5.41,2.37,450,"1992-04-05 2021-04-19",3.35,3.71,450,"1992-04-05 2021-04-19",3.08,5.29,449,"1992-04-05 2021-04-19",3.07,5.29,448,"1992-04-05 2021-04-19",0,0.09,449,"1992-04-05 2021-04-19",0,0,374,"1992-04-05 2016-04-19",,,,
2022-04-11,7.01,2.25,450,"1992-04-04 2021-04-18",89.8,6.11,450,"1992-04-04 2021-04-18",12.61,2.4,450,"1992-04-04 2021-04-18",25.2,8.3,450,"1992-04-04 2021-04-18",2.27,2.87,450,"1992-04-04 2021-04-18",58.91,10.92,450,"1992-04-04 2021-04-18",5.31,2.38,450,"1992-04-04 2021-04-18",3.36,3.77,450,"1992-04-04 2021-04-18",3.09,5.33,450,"1992-04-04 2021-04-18",3.09,5.34,449,"1992-04-04 2021-04-18",0,0.09,450,"1992-04-04 2021-04-18",0,0,375,"1992-04-04 2016-04-18",,,,
2022-04-10,6.89,2.24,450,"1992-04-03 2021-04-17",89.73,6.18,450,"1992-04-03 2021-04-17",12.47,2.31,450,"1992-04-03 2021-04-17",25.6,8.67,450,"1992-04-03 2021-04-17",2.13,2.9,450,"1992-04-03 2021-04-17",58.93,10.93,450,"1992-04-03 2021-04-17",5.2,2.38,450,"1992-04-03 2021-04-17",3.38,3.8,450,"1992-04-03 2021-04-17",3.1,5.27,450,"1992-04-03 2021-04-17",3.1,5.27,449,"1992-04-03 2021-04-17",0,0.01,450,"1992-04-03 2021-04-17",0,0,375,"1992-04-03 2016-04-17",,,,
2022-04-09,6.73,2.29,450,"1992-04-02 2021-04-16",89.57,6.33,450,"1992-04-02 2021-04-16",12.33,2.33,450,"1992-04-02 2021-04-16",25.7,8.92,450,"1992-04-02 2021-04-16",1.99,2.95,450,"1992-04-02 2021-04-16",58.91,10.94,450,"1992-04-02 2021-04-16",5.05,2.43,450,"1992-04-02 2021-04-16",3.52,3.92,450,"1992-04-02 2021-04-16",3,5.19,450,"1992-04-02 2021-04-16",3,5.19,449,"1992-04-02 2021-04-16",0,0.01,450,"1992-04-02 2021-04-16",0,0,375,"1992-04-02 2016-04-16",,,,
2022-04-08,6.6,2.33,450,"1992-04-01 2021-04-15",89.7,6.23,450,"1992-04-01 2021-04-15",12.16,2.32,450,"1992-04-01 2021-04-15",25.76,8.92,450,"1992-04-01 2021-04-15",1.89,2.99,450,"1992-04-01 2021-04-15",59.19,10.83,450,"1992-04-01 2021-04-15",4.92,2.44,450,"1992-04-01 2021-04-15",3.48,3.89,450,"1992-04-01 2021-04-15",2.93,5.14,450,"1992-04-01 2021-04-15",2.94,5.15,449,"1992-04-01 2021-04-15",0,0.01,450,"1992-04-01 2021-04-15",0,0,375,"1992-04-01 2016-04-15",,,,
2022-04-07,6.53,2.33,450,"1992-03-31 2021-04-14",89.81,6.19,450,"1992-03-31 2021-04-14",12.07,2.33,450,"1992-03-31 2021-04-14",25.99,9.21,450,"1992-03-31 2021-04-14",1.83,2.96,450,"1992-03-31 2021-04-14",59.26,10.74,450,"1992-03-31 2021-04-14",4.84,2.41,450,"1992-03-31 2021-04-14",3.48,3.92,450,"1992-03-31 2021-04-14",2.92,5.14,450,"1992-03-31 2021-04-14",2.92,5.14,449,"1992-03-31 2021-04-14",0,0.01,450,"1992-03-31 2021-04-14",0,0,375,"1992-03-31 2016-04-14",,,,
2022-04-06,6.54,2.36,450,"1992-03-30 2021-04-13",89.94,6.04,450,"1992-03-30 2021-04-13",12.05,2.35,450,"1992-03-30 2021-04-13",25.99,9.49,450,"1992-03-30 2021-04-13",1.86,2.99,450,"1992-03-30 2021-04-13",59.58,10.81,450,"1992-03-30 2021-04-13",4.81,2.42,450,"1992-03-30 2021-04-13",3.49,3.9,450,"1992-03-30 2021-04-13",3.03,5.21,450,"1992-03-30 2021-04-13",3.04,5.21,449,"1992-03-30 2021-04-13",0,0.01,450,"1992-03-30 2021-04-13",0,0,375,"1992-03-30 2016-04-13",,,,
2022-04-05,6.49,2.38,450,"1992-03-29 2021-04-12",89.96,5.9,450,"1992-03-29 2021-04-12",12.01,2.38,450,"1992-03-29 2021-04-12",25.84,9.68,450,"1992-03-29 2021-04-12",1.83,2.94,450,"1992-03-29 2021-04-12",59.77,10.65,450,"1992-03-29 2021-04-12",4.69,2.43,450,"1992-03-29 2021-04-12",3.51,3.95,450,"1992-03-29 2021-04-12",3.03,5.28,450,"1992-03-29 2021-04-12",3.03,5.28,449,"1992-03-29 2021-04-12",0,0.01,450,"1992-03-29 2021-04-12",0,0,375,"1992-03-29 2016-04-12",,,,
2022-04-04,6.41,2.39,450,"1992-03-28 2021-04-11",89.95,5.93,450,"1992-03-28 2021-04-11",11.91,2.4,450,"1992-03-28 2021-04-11",25.95,9.9,450,"1992-03-28 2021-04-11",1.79,2.95,450,"1992-03-28 2021-04-11",59.92,10.58,450,"1992-03-28 2021-04-11",4.63,2.43,450,"1992-03-28 2021-04-11",3.58,4.17,450,"1992-03-28 2021-04-11",3,5.34,450,"1992-03-28 2021-04-11",3,5.35,449,"1992-03-28 2021-04-11",0.01,0.11,450,"1992-03-28 2021-04-11",0,0,375,"1992-03-28 2016-04-11",,,,
2022-04-03,6.34,2.39,450,"1992-03-27 2021-04-10",90.12,6,450,"1992-03-27 2021-04-10",11.82,2.38,450,"1992-03-27 2021-04-10",26.2,10.17,450,"1992-03-27 2021-04-10",1.78,2.97,450,"1992-03-27 2021-04-10",60.27,10.55,450,"1992-03-27 2021-04-10",4.56,2.41,450,"1992-03-27 2021-04-10",3.58,4.15,450,"1992-03-27 2021-04-10",3.11,5.39,450,"1992-03-27 2021-04-10",3.11,5.39,449,"1992-03-27 2021-04-10",0.01,0.11,450,"1992-03-27 2021-04-10",0,0,375,"1992-03-27 2016-04-10",,,,
2022-04-02,6.25,2.4,450,"1992-03-26 2021-04-09",90.11,6.16,450,"1992-03-26 2021-04-09",11.71,2.39,450,"1992-03-26 2021-04-09",26.23,10.24,450,"1992-03-26 2021-04-09",1.7,2.98,450,"1992-03-26 2021-04-09",60.36,10.58,450,"1992-03-26 2021-04-09",4.49,2.43,450,"1992-03-26 2021-04-09",3.56,4.12,450,"1992-03-26 2021-04-09",3.19,5.62,450,"1992-03-26 2021-04-09",3.19,5.62,449,"1992-03-26 2021-04-09",0.01,0.11,450,"1992-03-26 2021-04-09",0,0,375,"1992-03-26 2016-04-09",,,,
2022-04-01,6.18,2.43,450,"1992-03-25 2021-04-08",90.19,6.36,450,"1992-03-25 2021-04-08",11.61,2.38,450,"1992-03-25 2021-04-08",26.32,10.34,450,"1992-03-25 2021-04-08",1.6,3.01,450,"1992-03-25 2021-04-08",60.44,10.7,450,"1992-03-25 2021-04-08",4.4,2.43,450,"1992-03-25 2021-04-08",3.54,4.15,450,"1992-03-25 2021-04-08",3.24,5.76,450,"1992-03-25 2021-04-08",3.25,5.77,449,"1992-03-25 2021-04-08",0.01,0.11,450,"1992-03-25 2021-04-08",0,0,375,"1992-03-25 2016-04-08",,,,
2022-03-31,6.06,2.46,450,"1992-03-24 2021-04-07",90.06,6.69,450,"1992-03-24 2021-04-07",11.51,2.34,450,"1992-03-24 2021-04-07",26.14,10,450,"1992-03-24 2021-04-07",1.48,3.08,450,"1992-03-24 2021-04-07",60.26,10.93,450,"1992-03-24 2021-04-07",4.29,2.43,450,"1992-03-24 2021-04-07",3.51,4.1,450,"1992-03-24 2021-04-07",3.21,5.76,450,"1992-03-24 2021-04-07",3.22,5.77,449,"1992-03-24 2021-04-07",0.01,0.11,450,"1992-03-24 2021-04-07",0,0,375,"1992-03-24 2016-04-07",,,,
2022-03-30,5.93,2.42,450,"1992-03-23 2021-04-06",90.03,6.7,450,"1992-03-23 2021-04-06",11.41,2.31,450,"1992-03-23 2021-04-06",26.21,10.16,450,"1992-03-23 2021-04-06",1.36,3.06,450,"1992-03-23 2021-04-06",60.06,11.07,450,"1992-03-23 2021-04-06",4.19,2.41,450,"1992-03-23 2021-04-06",3.55,4.07,450,"1992-03-23 2021-04-06",3.05,5.5,450,"1992-03-23 2021-04-06",3.06,5.5,449,"1992-03-23 2021-04-06",0.01,0.11,450,"1992-03-23 2021-04-06",0,0,375,"1992-03-23 2016-04-06",,,,
2022-03-29,5.89,2.44,450,"1992-03-22 2021-04-05",90.1,6.71,450,"1992-03-22 2021-04-05",11.32,2.35,450,"1992-03-22 2021-04-05",26.42,10.11,450,"1992-03-22 2021-04-05",1.29,3.07,450,"1992-03-22 2021-04-05",60.16,11.15,450,"1992-03-22 2021-04-05",4.12,2.44,450,"1992-03-22 2021-04-05",3.68,4.16,450,"1992-03-22 2021-04-05",3.12,5.65,450,"1992-03-22 2021-04-05",3.12,5.65,449,"1992-03-22 2021-04-05",0.01,0.13,450,"1992-03-22 2021-04-05",0,0,375,"1992-03-22 2016-04-05",,,,
2022-03-28,5.82,2.48,450,"1992-03-21 2021-04-04",90.08,6.69,450,"1992-03-21 2021-04-04",11.25,2.41,450,"1992-03-21 2021-04-04",26.44,10.24,450,"1992-03-21 2021-04-04",1.25,3.08,450,"1992-03-21 2021-04-04",60.13,11.18,450,"1992-03-21 2021-04-04",4.07,2.45,450,"1992-03-21 2021-04-04",3.64,4.22,450,"1992-03-21 2021-04-04",3.07,5.54,450,"1992-03-21 2021-04-04",3.06,5.53,450,"1992-03-21 2021-04-04",0.01,0.14,450,"1992-03-21 2021-04-04",0,0,375,"1992-03-21 2016-04-04",,,,
2022-03-27,5.82,2.52,450,"1992-03-20 2021-04-03",90.12,6.67,450,"1992-03-20 2021-04-03",11.21,2.43,450,"1992-03-20 2021-04-03",26.98,10.47,450,"1992-03-20 2021-04-03",1.22,3.11,450,"1992-03-20 2021-04-03",60.44,11.15,450,"1992-03-20 2021-04-03",4,2.45,450,"1992-03-20 2021-04-03",3.8,4.43,450,"1992-03-20 2021-04-03",3.11,5.48,450,"1992-03-20 2021-04-03",3.09,5.48,450,"1992-03-20 2021-04-03",0.01,0.15,450,"1992-03-20 2021-04-03",0,0.15,375,"1992-03-20 2016-04-03",,,,
2022-03-26,5.8,2.51,450,"1992-03-19 2021-04-02",90.32,6.61,450,"1992-03-19 2021-04-02",11.11,2.43,450,"1992-03-19 2021-04-02",26.72,10.23,450,"1992-03-19 2021-04-02",1.21,3.08,450,"1992-03-19 2021-04-02",60.75,11.18,450,"1992-03-19 2021-04-02",3.94,2.49,450,"1992-03-19 2021-04-02",3.94,4.46,450,"1992-03-19 2021-04-02",3.21,5.57,450,"1992-03-19 2021-04-02",3.19,5.56,450,"1992-03-19 2021-04-02",0.02,0.22,450,"1992-03-19 2021-04-02",0,0.22,375,"1992-03-19 2016-04-02",,,,
2022-03-25,5.81,2.49,450,"1992-03-18 2021-04-01",90.54,6.42,450,"1992-03-18 2021-04-01",11,2.4,450,"1992-03-18 2021-04-01",26.62,10.07,450,"1992-03-18 2021-04-01",1.17,3.07,450,"1992-03-18 2021-04-01",61.07,11.25,450,"1992-03-18 2021-04-01",3.92,2.49,450,"1992-03-18 2021-04-01",3.99,4.53,450,"1992-03-18 2021-04-01",3.41,6.03,450,"1992-03-18 2021-04-01",3.38,6.02,450,"1992-03-18 2021-04-01",0.04,0.38,450,"1992-03-18 2021-04-01",0,0.22,375,"1992-03-18 2016-04-01",,,,
2022-03-24,5.76,2.49,450,"1992-03-17 2021-03-31",90.49,6.52,450,"1992-03-17 2021-03-31",10.92,2.37,450,"1992-03-17 2021-03-31",26.59,10.26,450,"1992-03-17 2021-03-31",1.14,3.08,450,"1992-03-17 2021-03-31",61.25,11.29,450,"1992-03-17 2021-03-31",3.87,2.52,450,"1992-03-17 2021-03-31",3.98,4.55,450,"1992-03-17 2021-03-31",3.49,6.2,450,"1992-03-17 2021-03-31",3.46,6.19,450,"1992-03-17 2021-03-31",0.04,0.38,450,"1992-03-17 2021-03-31",0,0.22,375,"1992-03-17 2016-03-31",,,,
2022-03-23,5.69,2.48,450,"1992-03-16 2021-03-30",90.52,6.5,450,"1992-03-16 2021-03-30",10.79,2.35,450,"1992-03-16 2021-03-30",26.63,10.19,450,"1992-03-16 2021-03-30",1.09,3.13,450,"1992-03-16 2021-03-30",61.54,11.29,450,"1992-03-16 2021-03-30",3.81,2.56,450,"1992-03-16 2021-03-30",3.99,4.52,450,"1992-03-16 2021-03-30",3.5,6.19,450,"1992-03-16 2021-03-30",3.47,6.18,450,"1992-03-16 2021-03-30",0.04,0.38,450,"1992-03-16 2021-03-30",0,0.22,375,"1992-03-16 2016-03-30",,,,
2022-03-22,5.62,2.49,450,"1992-03-15 2021-03-29",90.57,6.52,450,"1992-03-15 2021-03-29",10.63,2.3,450,"1992-03-15 2021-03-29",26.97,10.17,450,"1992-03-15 2021-03-29",1.03,3.23,450,"1992-03-15 2021-03-29",61.86,11.5,450,"1992-03-15 2021-03-29",3.77,2.6,450,"1992-03-15 2021-03-29",4.05,4.53,450,"1992-03-15 2021-03-29",3.62,6.2,450,"1992-03-15 2021-03-29",3.57,6.18,450,"1992-03-15 2021-03-29",0.05,0.51,450,"1992-03-15 2021-03-29",0,0.22,375,"1992-03-15 2016-03-29",,,,
2022-03-21,5.59,2.64,450,"1992-03-14 2021-03-28",90.52,7.09,450,"1992-03-14 2021-03-28",10.57,2.3,450,"1992-03-14 2021-03-28",27,9.97,450,"1992-03-14 2021-03-28",1,3.36,450,"1992-03-14 2021-03-28",61.78,11.5,450,"1992-03-14 2021-03-28",3.8,2.61,450,"1992-03-14 2021-03-28",4.11,4.54,450,"1992-03-14 2021-03-28",3.6,6.04,450,"1992-03-14 2021-03-28",3.55,6.03,450,"1992-03-14 2021-03-28",0.05,0.51,450,"1992-03-14 2021-03-28",0,0.22,375,"1992-03-14 2016-03-28",,,,
2022-03-20,5.58,2.7,450,"1992-03-13 2021-03-27",90.53,7.14,450,"1992-03-13 2021-03-27",10.57,2.28,450,"1992-03-13 2021-03-27",26.76,9.79,450,"1992-03-13 2021-03-27",1.01,3.42,450,"1992-03-13 2021-03-27",61.92,11.73,450,"1992-03-13 2021-03-27",3.79,2.63,450,"1992-03-13 2021-03-27",4.09,4.49,450,"1992-03-13 2021-03-27",3.71,6.03,450,"1992-03-13 2021-03-27",3.66,6.01,450,"1992-03-13 2021-03-27",0.05,0.49,450,"1992-03-13 2021-03-27",0,0.22,375,"1992-03-13 2016-03-27",,,,
2022-03-19,5.58,2.74,450,"1992-03-12 2021-03-26",90.52,7,450,"1992-03-12 2021-03-26",10.5,2.27,450,"1992-03-12 2021-03-26",26.61,9.76,450,"1992-03-12 2021-03-26",0.97,3.42,450,"1992-03-12 2021-03-26",62.13,11.66,450,"1992-03-12 2021-03-26",3.72,2.66,450,"1992-03-12 2021-03-26",4.09,4.54,450,"1992-03-12 2021-03-26",3.67,6.09,450,"1992-03-12 2021-03-26",3.63,6.07,450,"1992-03-12 2021-03-26",0.05,0.49,450,"1992-03-12 2021-03-26",0,0.22,375,"1992-03-12 2016-03-26",,,,
2022-03-18,5.56,2.82,450,"1992-03-11 2021-03-25",90.54,7.01,450,"1992-03-11 2021-03-25",10.44,2.27,450,"1992-03-11 2021-03-25",26.66,9.84,450,"1992-03-11 2021-03-25",0.94,3.51,450,"1992-03-11 2021-03-25",62.38,11.86,450,"1992-03-11 2021-03-25",3.66,2.74,450,"1992-03-11 2021-03-25",4.12,4.55,450,"1992-03-11 2021-03-25",3.71,6.15,450,"1992-03-11 2021-03-25",3.67,6.13,450,"1992-03-11 2021-03-25",0.05,0.49,450,"1992-03-11 2021-03-25",0,0.22,375,"1992-03-11 2016-03-25",,,,
